ID;id_almacen;descarga;id_cliente
485;18;135757;9
478;18;32787;2
491;18;21164;7
469;50;135757;3
480;85;135757;9
471;67;135757;3
471;64;135757;3
484;29;135757;3
469;51;135757;3
471;68;135757;3
481;71;135757;3
475;104;135757;3
472;38;135757;3
487;73;135757;3
468;49;135757;3
468;14;135757;3
471;21;135757;3
489;16;32787;2
489;16;32787;2
489;16;32787;2
492;28;21164;7
492;28;21164;7
481;28;135757;9
483;110;21164;7
490;77;32787;2
489;32;32787;2
491;18;21164;7
490;18;32787;2
475;39;245916;5
477;29;135757;9
483;22;21164;7
483;56;21164;7
485;16;135757;9
485;85;135757;9
490;16;32787;2
490;16;32787;2
491;16;21164;7
491;16;21164;7
493;50;32787;2
514;95;32787;2
520;103;32787;2
524;82;245916;5
528;84;135757;9
532;83;135757;9
532;83;135757;9
526;25;135757;3
520;87;32787;2
528;87;135757;9
528;87;135757;9
513;31;21164;7
521;66;21164;7
526;23;245916;5
525;80;245916;5
524;24;245916;5
524;24;245916;5
517;40;135757;9
508;40;135757;9
520;93;32787;2
526;25;135757;9
526;25;135757;9
527;28;135757;9
527;28;135757;9
520;28;32787;2
513;28;21164;7
513;28;21164;7
517;27;245916;5
517;75;135757;9
525;80;135757;9
520;26;32787;2
514;32;32787;2
531;43;135757;9
525;55;135757;9
525;55;135757;9
532;19;135757;9
532;19;135757;9
526;26;135757;9
526;26;135757;9
512;21;135757;9
532;54;135757;9
525;39;245916;5
523;47;135757;4
531;43;135757;4
533;50;135757;4
515;59;135757;4
517;40;135757;3
520;16;32787;2
523;60;135757;3
519;85;245916;5
511;85;135757;9
520;110;32787;2
514;77;32787;2
514;77;32787;2
508;50;135757;3
523;63;135757;3
524;22;245916;5
528;18;245916;5
528;18;135757;9
528;18;135757;9
521;18;21164;7
521;18;21164;7
522;18;32787;2
522;18;32787;2
529;21;135757;3
519;85;135757;9
523;67;135757;3
508;49;135757;3
523;64;135757;3
529;29;135757;3
508;51;135757;3
508;68;135757;3
529;16;135757;3
529;71;135757;3
530;104;135757;3
516;38;135757;3
508;14;135757;3
508;14;135757;3
531;16;135757;9
531;16;135757;9
519;29;135757;9
517;35;135757;9
513;22;21164;7
513;99;21164;7
529;81;245916;5
514;16;32787;2
520;16;32787;2
520;16;32787;2
513;25;21164;7
513;16;21164;7
513;16;21164;7
519;29;135757;9
520;52;32787;2
522;94;32787;2
522;94;32787;2
522;94;32787;2
517;35;135757;9
548;31;135757;9
537;36;135757;9
531;19;135757;9
537;75;135757;9
537;43;135757;9
537;36;135757;9
542;35;135757;9
542;35;135757;4
544;26;21164;7
543;86;135757;9
544;23;245916;5
543;81;245916;5
552;103;32787;2
537;24;245916;5
537;24;245916;5
554;32;32787;2
542;19;135757;9
542;19;135757;9
553;41;32787;2
543;39;245916;5
543;22;245916;5
540;27;135757;4
545;28;135757;9
545;28;135757;9
539;40;135757;3
540;27;135757;9
540;27;135757;9
536;50;135757;3
536;50;135757;3
551;109;21164;7
534;50;32787;2
539;40;135757;3
539;28;135757;9
551;28;21164;7
551;28;21164;7
540;27;245916;5
535;60;135757;3
539;28;135757;3
549;63;135757;3
544;18;245916;5
544;18;135757;9
544;18;135757;9
538;18;21164;7
553;18;32787;2
549;47;135757;4
551;22;21164;7
543;22;135757;9
543;22;135757;9
547;85;135757;9
552;16;32787;2
552;16;32787;2
546;29;135757;9
537;26;135757;9
536;50;135757;4
548;59;135757;4
548;16;135757;3
548;16;135757;3
539;104;135757;3
549;67;135757;3
549;67;135757;3
549;64;135757;3
549;64;135757;3
548;29;135757;3
535;51;135757;3
535;51;135757;3
536;68;135757;3
539;71;135757;3
550;38;135757;3
535;49;135757;3
535;49;135757;3
535;14;135757;3
535;14;135757;3
535;21;135757;3
553;16;32787;2
553;16;32787;2
552;77;32787;2
552;77;32787;2
541;16;135757;9
548;16;135757;9
551;29;21164;7
539;28;135757;9
544;82;245916;5
539;19;135757;9
542;22;135757;9
542;54;135757;9
551;25;21164;7
551;16;21164;7
551;16;21164;7
552;16;32787;2
553;52;32787;2
571;97;21164;7
555;76;245916;5
555;82;245916;5
571;76;21164;7
555;81;245916;5
571;101;21164;7
571;100;21164;7
568;53;135757;9
575;66;32787;2
579;66;21164;7
564;35;135757;9
564;35;135757;4
574;77;32787;2
575;52;32787;2
566;25;135757;9
566;25;135757;9
576;25;21164;7
563;43;135757;9
566;40;135757;9
566;40;135757;9
566;40;135757;3
555;106;245916;5
564;27;245916;5
564;19;135757;9
564;19;135757;9
564;54;135757;9
558;26;135757;9
558;26;135757;9
563;75;135757;9
575;32;32787;2
575;93;32787;2
568;60;135757;3
568;63;135757;3
557;21;135757;9
557;21;135757;9
567;50;135757;3
567;50;135757;3
560;30;135757;9
568;47;135757;4
564;35;135757;4
560;18;245916;5
560;18;135757;9
573;18;21164;7
573;18;21164;7
574;18;32787;2
557;21;135757;3
555;24;245916;5
555;24;245916;5
568;22;245916;5
568;22;245916;5
578;59;135757;4
569;85;245916;5
569;85;135757;9
567;67;135757;3
567;67;135757;3
568;64;135757;3
557;29;135757;3
567;51;135757;3
567;68;135757;3
565;16;135757;3
557;71;135757;3
558;104;135757;3
577;38;135757;3
566;40;135757;3
567;49;135757;3
567;14;135757;3
573;28;21164;7
573;28;21164;7
573;92;21164;7
573;99;21164;7
565;16;135757;9
565;16;135757;9
570;28;135757;9
558;28;135757;9
558;28;135757;9
560;29;135757;9
574;16;32787;2
575;16;32787;2
574;77;32787;2
572;103;32787;2
574;28;32787;2
574;26;32787;2
575;108;32787;2
576;91;21164;7
560;29;135757;9
576;110;21164;7
570;28;135757;9
564;27;135757;9
557;53;135757;9
557;28;135757;9
576;22;21164;7
576;16;21164;7
576;16;21164;7
574;16;32787;2
575;16;32787;2
575;16;32787;2
579;56;21164;7
573;56;21164;7
583;83;135757;9
587;36;135757;9
589;103;32787;2
585;87;135757;9
613;103;21164;7
590;52;32787;2
614;25;21164;7
606;25;135757;9
606;25;135757;9
587;40;135757;9
587;40;135757;3
580;13;135757;3
585;81;245916;5
587;22;245916;5
585;86;135757;9
585;75;135757;9
582;28;135757;3
605;75;135757;9
605;82;245916;5
614;66;21164;7
614;66;21164;7
586;106;245916;5
602;106;245916;5
587;24;245916;5
589;19;32787;2
583;19;135757;9
583;19;135757;9
589;26;32787;2
590;32;32787;2
590;77;32787;2
590;77;32787;2
589;93;32787;2
585;18;135757;9
581;47;135757;4
594;59;135757;4
583;35;135757;4
586;85;135757;9
583;27;135757;9
588;28;135757;9
588;28;135757;9
587;40;135757;3
593;29;135757;9
581;71;135757;3
592;50;32787;2
581;60;135757;3
581;67;135757;3
581;64;135757;3
581;64;135757;3
580;51;135757;3
580;51;135757;3
580;68;135757;3
582;16;135757;3
582;16;135757;3
582;38;135757;3
580;49;135757;3
580;49;135757;3
580;14;135757;3
580;14;135757;3
580;50;135757;3
581;21;135757;3
581;21;135757;3
595;13;135757;3
589;16;32787;2
589;16;32787;2
589;16;32787;2
589;28;32787;2
589;18;32787;2
601;43;135757;9
612;29;21164;7
593;29;135757;9
602;23;245916;5
602;23;245916;5
598;40;135757;3
598;40;135757;3
607;28;135757;3
596;60;135757;3
596;63;135757;3
586;54;135757;9
590;16;32787;2
590;16;32787;2
601;22;245916;5
601;22;135757;9
601;22;135757;9
598;71;135757;3
605;18;245916;5
605;18;245916;5
601;36;135757;9
613;109;21164;7
582;104;135757;3
593;16;135757;9
593;16;135757;9
582;16;135757;9
585;18;135757;9
598;83;135757;9
598;83;135757;9
582;19;135757;9
586;19;135757;9
615;76;21164;7
603;28;135757;9
603;28;135757;9
607;28;135757;9
599;27;135757;9
599;27;245916;5
616;18;21164;7
605;18;135757;9
605;18;135757;9
599;40;135757;9
596;50;135757;4
596;47;135757;4
610;59;135757;4
598;42;135757;4
608;35;135757;4
598;27;135757;4
599;81;245916;5
599;81;245916;5
602;78;245916;5
602;78;245916;5
602;24;245916;5
602;24;245916;5
612;16;21164;7
612;16;21164;7
613;19;21164;7
615;97;21164;7
612;28;21164;7
612;28;21164;7
615;100;21164;7
612;98;21164;7
596;67;135757;3
596;67;135757;3
595;64;135757;3
595;64;135757;3
606;29;135757;3
596;51;135757;3
596;51;135757;3
595;68;135757;3
597;16;135757;3
597;16;135757;3
611;38;135757;3
595;49;135757;3
595;49;135757;3
595;14;135757;3
595;14;135757;3
596;50;135757;3
598;21;135757;3
598;21;135757;3
604;16;135757;9
604;16;135757;9
608;19;135757;9
599;19;135757;9
607;26;135757;9
607;26;135757;9
597;29;135757;9
606;29;135757;9
607;54;135757;9
607;28;135757;9
606;29;135757;9
600;85;135757;9
607;85;245916;5
606;84;135757;9
608;25;135757;9
609;62;135757;4
613;101;21164;7
617;16;32787;2
617;16;32787;2
617;16;32787;2
617;16;32787;2
628;23;245916;5
628;23;245916;5
645;95;32787;2
636;97;21164;7
627;83;135757;9
622;75;135757;9
639;103;32787;2
641;19;135757;9
628;19;135757;9
636;66;21164;7
645;66;32787;2
648;82;245916;5
622;87;135757;9
622;87;135757;9
636;76;21164;7
621;80;245916;5
645;41;32787;2
627;86;135757;9
628;35;135757;9
628;35;135757;9
644;25;21164;7
621;24;245916;5
621;24;245916;5
627;43;135757;9
627;43;135757;9
633;21;135757;9
621;106;245916;5
628;19;135757;9
636;100;21164;7
624;29;135757;9
623;54;135757;9
619;29;135757;9
622;22;245916;5
620;28;135757;3
631;60;135757;3
631;63;135757;3
631;11;135757;3
619;40;135757;9
619;40;135757;9
619;40;135757;3
639;77;32787;2
639;77;32787;2
630;27;245916;5
625;27;135757;9
630;27;135757;9
645;32;32787;2
623;27;135757;4
628;35;135757;4
639;29;32787;2
628;81;245916;5
620;21;135757;3
620;21;135757;3
639;28;32787;2
642;28;135757;9
620;28;135757;9
620;28;135757;9
620;71;135757;3
620;42;135757;4
638;50;32787;2
619;40;135757;9
619;40;135757;3
626;85;135757;9
620;42;135757;4
628;59;135757;4
632;50;135757;4
623;85;135757;9
623;85;245916;5
627;43;135757;4
631;47;135757;4
629;67;135757;3
635;18;245916;5
635;18;245916;5
639;16;32787;2
637;18;32787;2
639;36;32787;2
640;18;21164;7
644;92;21164;7
636;28;21164;7
631;64;135757;3
631;64;135757;3
630;29;135757;3
631;51;135757;3
631;68;135757;3
629;16;135757;3
629;16;135757;3
643;38;135757;3
632;14;135757;3
636;22;21164;7
632;49;135757;3
632;49;135757;3
632;14;135757;3
632;50;135757;3
634;16;135757;9
630;16;135757;9
630;16;135757;9
623;18;135757;9
635;18;135757;9
635;18;135757;9
623;16;135757;9
622;26;135757;9
622;26;135757;9
642;28;135757;9
627;108;135757;9
639;16;32787;2
639;16;32787;2
629;67;135757;3
636;18;21164;7
636;18;21164;7
644;56;21164;7
644;16;21164;7
644;16;21164;7
645;16;32787;2
645;16;32787;2
646;28;135757;9
647;43;135757;9
647;35;135757;9
647;19;135757;9
647;19;135757;9
647;83;135757;9
647;83;135757;9
647;85;135757;9
647;106;245916;5
648;23;245916;5
648;81;245916;5
648;76;245916;5
648;18;245916;5
648;18;245916;5
648;18;135757;9
648;84;135757;9
651;75;135757;9
651;27;245916;5
650;67;135757;3
650;67;135757;3
650;60;135757;3
650;63;135757;3
649;11;135757;3
650;64;135757;3
650;64;135757;3
652;29;135757;3
649;51;135757;3
649;68;135757;3
652;16;135757;3
652;16;135757;3
650;71;135757;3
653;38;135757;3
652;40;135757;3
654;49;135757;3
649;50;135757;3
649;50;135757;3
649;14;135757;3
649;14;135757;3
650;54;135757;9
652;21;135757;3
652;21;135757;3
660;112;135757;9
657;53;135757;9
672;108;135757;9
679;66;32787;2
680;66;21164;7
672;106;245916;5
675;109;21164;7
660;31;135757;9
669;81;245916;5
677;87;32787;2
672;23;245916;5
672;113;245916;5
660;43;135757;9
660;75;135757;9
658;86;135757;9
657;15;135757;4
677;103;32787;2
672;24;245916;5
672;24;245916;5
660;36;135757;9
660;31;135757;9
660;31;135757;9
661;22;245916;5
660;26;135757;9
660;26;135757;9
674;26;21164;7
672;54;135757;9
661;71;135757;3
662;27;135757;9
662;27;135757;9
675;31;21164;7
658;28;135757;9
658;28;135757;9
674;28;21164;7
674;28;21164;7
678;28;32787;2
655;50;135757;3
661;42;135757;4
661;19;135757;9
661;19;135757;9
671;29;135757;9
657;35;135757;9
657;35;135757;9
656;60;135757;3
658;28;135757;3
656;11;135757;3
656;63;135757;3
656;47;135757;4
676;85;135757;9
657;85;245916;5
657;85;135757;9
657;85;135757;9
669;18;245916;5
669;18;245916;5
669;18;135757;9
669;18;135757;9
674;18;21164;7
674;18;21164;7
670;18;21164;7
677;18;32787;2
677;18;32787;2
673;21;135757;9
673;21;135757;9
663;16;135757;9
661;16;135757;9
661;40;135757;3
661;40;135757;3
655;50;135757;4
657;35;135757;4
655;67;135757;3
655;67;135757;3
656;64;135757;3
656;64;135757;3
661;29;135757;3
655;51;135757;3
655;51;135757;3
655;68;135757;3
663;16;135757;3
663;16;135757;3
667;38;135757;3
655;13;135757;3
656;49;135757;3
656;49;135757;3
655;14;135757;3
655;14;135757;3
673;21;135757;3
662;27;245916;5
678;52;32787;2
678;16;32787;2
678;32;32787;2
678;95;32787;2
675;25;21164;7
668;50;32787;2
677;77;32787;2
661;16;135757;9
674;22;21164;7
674;29;21164;7
675;16;21164;7
675;16;21164;7
677;16;32787;2
677;16;32787;2
677;77;32787;2
678;16;32787;2
678;16;32787;2
685;24;245916;5
685;24;245916;5
684;50;135757;3
684;11;135757;3
685;59;135757;4
685;27;135757;9
685;27;135757;9
685;27;245916;5
696;50;32787;2
684;67;135757;3
684;67;135757;3
684;51;135757;3
684;51;135757;3
685;35;135757;4
684;49;135757;3
684;49;135757;3
684;14;135757;3
684;14;135757;3
684;50;135757;3
685;21;245916;5
708;82;245916;5
715;31;245916;5
700;106;245916;5
705;43;135757;9
725;32;32787;2
715;83;135757;9
703;86;135757;9
703;36;135757;9
715;31;135757;9
715;31;135757;9
708;75;135757;9
724;77;32787;2
724;77;32787;2
725;103;32787;2
724;66;32787;2
721;25;21164;7
720;26;21164;7
720;66;21164;7
722;109;21164;7
712;26;135757;9
715;53;135757;9
722;96;21164;7
700;19;135757;9
700;19;135757;9
705;19;135757;3
716;15;135757;4
703;54;135757;9
719;13;135757;3
701;50;135757;4
700;27;135757;4
717;59;135757;4
700;35;135757;4
720;28;21164;7
707;28;135757;9
714;28;135757;9
715;22;245916;5
715;22;135757;9
700;81;245916;5
700;81;245916;5
712;30;135757;9
704;27;135757;9
700;27;135757;9
702;85;135757;9
711;85;135757;9
701;50;135757;3
701;50;135757;3
708;18;245916;5
714;27;245916;5
713;28;135757;3
699;11;135757;3
706;21;135757;9
709;29;135757;9
708;18;135757;9
708;18;135757;9
714;24;245916;5
714;24;245916;5
725;91;32787;2
701;67;135757;3
701;67;135757;3
699;60;135757;3
699;63;135757;3
703;104;135757;3
699;64;135757;3
699;64;135757;3
713;29;135757;3
701;51;135757;3
701;51;135757;3
699;68;135757;3
713;16;135757;3
713;16;135757;3
705;71;135757;3
718;38;135757;3
713;40;135757;3
713;40;135757;3
699;49;135757;3
699;49;135757;3
699;14;135757;3
699;14;135757;3
705;21;135757;3
705;21;135757;3
721;29;21164;7
720;32;21164;7
720;18;21164;7
724;16;32787;2
724;16;32787;2
723;50;32787;2
724;18;32787;2
725;52;32787;2
712;16;135757;9
712;16;135757;9
700;35;135757;9
722;22;21164;7
732;76;245916;5
732;23;245916;5
732;23;245916;5
730;108;135757;9
708;31;135757;9
714;28;135757;9
731;82;245916;5
703;85;245916;5
732;39;245916;5
721;16;21164;7
721;16;21164;7
722;19;21164;7
724;32;32787;2
724;94;32787;2
724;16;32787;2
725;16;32787;2
725;41;32787;2
725;16;32787;2
725;16;32787;2
725;94;32787;2
735;50;135757;3
735;50;135757;3
735;50;135757;4
732;40;135757;9
732;40;135757;3
737;47;135757;4
733;42;135757;4
737;27;135757;4
733;35;135757;4
735;51;135757;3
735;49;135757;3
735;49;135757;3
736;11;135757;3
736;60;135757;3
737;63;135757;3
736;64;135757;3
736;64;135757;3
735;14;135757;3
736;67;135757;3
736;67;135757;3
733;71;135757;3
732;40;135757;3
732;104;135757;3
736;16;135757;3
736;16;135757;3
730;29;135757;3
737;21;135757;3
737;21;135757;3
730;38;135757;3
731;81;245916;5
734;18;245916;5
730;22;245916;5
732;24;245916;5
732;24;245916;5
737;21;245916;5
737;27;245916;5
729;85;245916;5
734;96;245916;5
728;31;245916;5
730;106;245916;5
731;43;135757;9
731;25;135757;9
731;25;135757;9
734;18;135757;9
733;19;135757;9
733;19;135757;9
731;26;135757;9
731;26;135757;9
727;28;135757;9
729;28;135757;9
729;28;135757;9
730;29;135757;9
728;31;135757;9
728;31;135757;9
731;86;135757;9
733;54;135757;9
710;85;135757;9
729;85;135757;9
733;35;135757;9
729;75;135757;9
743;16;32787;2
743;16;32787;2
744;41;32787;2
743;88;32787;2
743;28;32787;2
744;32;32787;2
743;77;32787;2
743;18;32787;2
743;18;32787;2
744;95;32787;2
744;103;32787;2
742;16;21164;7
742;16;21164;7
742;96;21164;7
741;103;21164;7
740;100;21164;7
741;97;21164;7
742;28;21164;7
740;101;21164;7
741;25;21164;7
742;32;21164;7
740;76;21164;7
739;18;21164;7
733;28;135757;9
738;85;135757;9
730;16;135757;9
730;16;135757;9
734;53;135757;9
736;68;135757;3
742;91;21164;7
743;16;32787;2
743;29;32787;2
744;16;32787;2
744;16;32787;2
751;50;135757;4
750;59;135757;4
752;47;135757;4
748;43;135757;4
751;51;135757;3
751;51;135757;3
751;50;135757;3
751;49;135757;3
751;49;135757;3
751;11;135757;3
752;60;135757;3
752;63;135757;3
751;64;135757;3
751;64;135757;3
751;14;135757;3
751;14;135757;3
752;67;135757;3
752;67;135757;3
748;68;135757;3
753;71;135757;3
755;40;135757;3
755;40;135757;3
748;104;135757;3
753;16;135757;3
753;16;135757;3
752;21;135757;3
752;21;135757;3
754;38;135757;3
753;28;135757;3
757;24;245916;5
757;27;245916;5
757;106;245916;5
748;85;245916;5
747;18;135757;9
747;18;135757;9
747;16;135757;9
756;19;135757;9
756;19;135757;9
757;27;135757;9
757;27;135757;9
745;28;135757;9
745;28;135757;9
747;28;135757;9
747;28;135757;9
748;29;135757;9
756;83;135757;9
756;83;135757;9
748;22;135757;9
755;54;135757;9
746;85;135757;9
748;85;135757;9
748;85;135757;9
755;36;135757;9
755;40;135757;9
755;40;135757;9
755;75;135757;9
756;87;135757;9
756;87;135757;9
759;16;32787;2
759;16;32787;2
759;41;32787;2
759;91;32787;2
759;114;32787;2
760;26;32787;2
759;32;32787;2
760;77;32787;2
758;50;32787;2
760;18;32787;2
760;103;32787;2
753;16;135757;9
748;29;135757;9
759;16;32787;2
760;16;21164;7
760;16;21164;7
762;16;135757;9
762;16;135757;9
764;25;135757;9
768;51;135757;3
768;49;135757;3
768;64;135757;3
768;63;135757;3
768;60;135757;3
768;67;135757;3
768;68;135757;3
770;26;135757;9
770;26;135757;9
770;40;135757;9
770;40;135757;9
770;40;135757;9
770;86;135757;9
770;36;135757;9
805;50;135757;9
804;54;135757;9
803;25;135757;9
812;85;135757;9
813;27;135757;9
808;16;135757;9
814;29;135757;9
809;28;135757;9
810;28;135757;9
811;28;135757;9
862;21;135757;3
858;21;135757;3
856;16;135757;4
859;16;135757;4
859;16;135757;4
860;50;135757;3
860;50;135757;3
858;64;135757;3
860;49;135757;3
859;63;135757;3
860;60;135757;3
856;51;135757;3
866;71;135757;3
855;71;135757;3
868;67;135757;3
859;68;135757;3
863;23;245916;5
856;31;135757;4
866;43;135757;4
860;11;135757;3
862;31;135757;9
858;31;245916;5
857;75;135757;9
858;24;245916;5
863;24;245916;5
856;106;245916;5
858;27;245916;5
855;27;245916;5
855;27;245916;5
858;43;135757;9
863;16;135757;9
859;22;135757;9
855;22;135757;9
861;26;135757;9
862;26;135757;9
861;40;135757;3
863;40;135757;3
859;40;135757;3
862;40;135757;3
855;86;135757;9
866;36;135757;9
859;35;135757;4
859;35;135757;4
859;35;135757;4
855;19;135757;9
863;19;135757;9
861;19;135757;9
866;18;245916;5
857;18;245916;5
857;81;245916;5
807;18;245916;5
806;50;135757;3
865;16;21164;7
865;16;21164;7
864;32;21164;7
864;101;21164;7
865;100;21164;7
864;26;21164;7
855;43;135757;4
893;16;21164;7
893;16;21164;7
893;28;21164;7
893;29;21164;7
893;31;21164;7
893;28;21164;7
893;28;21164;7
893;84;21164;7
1155;28;135757;9
1151;29;135757;9
1153;29;135757;9
1172;67;135757;3
1148;60;135757;3
1148;63;135757;3
1151;28;135757;3
1172;11;135757;3
1172;64;135757;3
1148;51;135757;3
1172;68;135757;3
1151;16;135757;3
1157;42;135757;3
1098;38;135757;3
1151;40;135757;3
1148;13;135757;3
1148;49;135757;3
1153;19;135757;3
1157;14;135757;3
1172;50;135757;3
1154;21;135757;3
1152;116;21164;7
1147;95;32787;2
1150;117;32787;2
1149;19;21164;7
1147;26;32787;2
1156;32;32787;2
1149;32;21164;7
1149;56;21164;7
1147;16;32787;2
1147;16;32787;2
1147;16;32787;2
1150;16;32787;2
1150;29;32787;2
1150;29;32787;2
1147;103;32787;2
1150;28;32787;2
1149;28;21164;7
1149;28;21164;7
1153;29;135757;3
1149;118;21164;7
1147;77;32787;2
1150;77;32787;2
1158;18;32787;2
1147;18;32787;2
1149;18;21164;7
1152;91;21164;7
1292;25;135757;9
1307;25;135757;9
1305;25;135757;9
1320;25;135757;9
1306;85;135757;9
1321;85;135757;9
1344;85;135757;9
1322;83;135757;9
1322;83;135757;9
1338;22;135757;9
1327;31;135757;9
1338;31;135757;9
1327;31;245916;5
1340;31;245916;5
1328;22;245916;5
1327;80;245916;5
1330;50;135757;4
1325;47;135757;4
1324;27;135757;4
1326;31;135757;4
1324;42;135757;4
1327;35;135757;4
1329;117;32787;2
1333;23;245916;5
1331;43;245916;5
1339;43;135757;9
1293;28;135757;9
1308;28;135757;9
1324;28;135757;9
1302;28;135757;9
1317;28;135757;9
1294;28;135757;9
1309;28;135757;9
1326;28;135757;9
1300;19;135757;9
1315;19;135757;9
1304;27;135757;9
1319;27;135757;9
1341;27;135757;9
1322;84;135757;9
1327;66;135757;9
1324;116;135757;9
1326;36;135757;9
1322;120;135757;9
1334;19;245916;5
1338;27;245916;5
1323;28;21164;7
1323;116;21164;7
1342;19;135757;3
1341;19;135757;3
1331;24;245916;5
1342;24;245916;5
1295;119;135757;9
1310;119;135757;9
1303;16;135757;9
1318;16;135757;9
1333;16;135757;9
1334;16;135757;9
1335;60;135757;3
1330;11;135757;3
1323;19;21164;7
1334;86;135757;9
1324;26;135757;9
1323;26;21164;7
1322;75;135757;9
1327;18;245916;5
1340;18;245916;5
1339;18;135757;9
1343;18;135757;9
1339;54;135757;9
1338;21;245916;5
1327;35;135757;9
1326;40;135757;3
1328;40;135757;3
1324;19;135757;9
1331;19;135757;9
1334;118;135757;9
1333;118;135757;9
1323;103;21164;7
1329;103;32787;2
1336;32;21164;7
1337;32;32787;2
1298;29;135757;9
1313;29;135757;9
1325;67;135757;3
1324;28;135757;3
1325;64;135757;3
1333;29;135757;3
1330;51;135757;3
1325;68;135757;3
1328;16;135757;3
1299;29;135757;3
1314;29;135757;3
1344;38;135757;3
1325;13;135757;3
1335;49;135757;3
1177;14;135757;3
1330;50;135757;3
1332;21;135757;3
1329;16;32787;2
1329;16;32787;2
1329;16;32787;2
1323;22;21164;7
1323;28;21164;7
1323;118;21164;7
1296;50;32787;2
1311;50;32787;2
1301;18;21164;7
1316;18;21164;7
1297;18;32787;2
1312;18;32787;2
1329;18;32787;2
1329;77;32787;2
1323;88;21164;7
1336;25;21164;7
1333;29;135757;9
1329;22;32787;2
1331;42;135757;3
1357;25;135757;9
1358;25;135757;9
1359;86;135757;9
1377;18;135757;9
1365;18;245916;5
1370;76;245916;5
1363;95;32787;2
1362;76;21164;7
1374;120;21164;7
1373;117;32787;2
1369;75;135757;9
1363;103;32787;2
1377;43;135757;9
1375;85;245916;5
1372;21;245916;5
1375;21;135757;9
1364;21;135757;9
1370;83;135757;9
1372;23;245916;5
1368;80;135757;9
1372;26;135757;9
1365;26;135757;9
1356;85;135757;9
1367;19;245916;5
1379;19;32787;2
1365;22;245916;5
1374;100;21164;7
1363;116;32787;2
1364;116;135757;9
1373;32;32787;2
1362;32;21164;7
1363;77;32787;2
1367;40;135757;3
1374;118;21164;7
1373;118;32787;2
1367;54;135757;9
1364;31;245916;5
1364;31;135757;9
1366;50;135757;3
1368;27;135757;4
1371;47;135757;4
1353;19;135757;9
1367;24;245916;5
1368;24;245916;5
1365;27;245916;5
1376;16;135757;9
1360;28;135757;9
1361;28;135757;9
1369;28;135757;9
1354;27;135757;9
1355;29;135757;9
1365;35;135757;9
1365;66;135757;9
1364;22;135757;9
1374;29;21164;7
1362;28;21164;7
1362;28;21164;7
1373;16;32787;2
1373;16;32787;2
1373;16;32787;2
1362;18;21164;7
1362;18;21164;7
1371;67;135757;3
1371;60;135757;3
1371;63;135757;3
1366;11;135757;3
1371;64;135757;3
1368;29;135757;3
1366;51;135757;3
1368;16;135757;3
1368;71;135757;3
1352;13;135757;3
1366;49;135757;3
1364;19;135757;3
1369;21;135757;3
1365;69;135757;3
1369;118;135757;9
1370;118;135757;9
1371;47;135757;4
1374;66;21164;7
1370;28;135757;9
1363;28;32787;2
1379;19;32787;2
1487;31;135757;9
1489;43;245916;5
1490;66;135757;9
1490;66;135757;9
1485;25;135757;9
1399;80;245916;5
1399;22;245916;5
1489;75;135757;9
1488;77;32787;2
1399;40;135757;9
1399;40;135757;3
1486;19;135757;9
1484;85;135757;9
1399;19;135757;3
1399;83;135757;9
1489;23;245916;5
1491;24;245916;5
1489;24;245916;5
1489;19;245916;5
1491;54;135757;9
1492;32;32787;2
1488;95;32787;2
1399;16;135757;9
1489;16;135757;9
1488;16;32787;2
1488;91;32787;2
1539;21;135757;9
1540;22;135757;9
1545;11;135757;3
1565;21;21164;7
1566;21;21164;7
1567;66;21164;7
1556;31;135757;9
1541;31;135757;9
1547;11;135757;4
1546;47;135757;4
1548;38;135757;4
1549;42;135757;4
1555;27;135757;4
1556;31;135757;9
1554;25;135757;9
1550;43;135757;9
1552;66;135757;9
1552;66;135757;9
1556;83;135757;9
1556;83;135757;9
1542;54;135757;9
1557;54;135757;9
1564;86;135757;9
1557;56;135757;9
1555;27;135757;9
1557;26;135757;9
1538;19;135757;9
1537;16;135757;9
1559;16;135757;9
1559;16;135757;9
1556;110;135757;9
1556;110;135757;9
1551;18;135757;9
1551;18;135757;9
1543;28;135757;9
1557;277;135757;9
1557;277;135757;9
1552;341;135757;9
1552;35;135757;9
1552;35;135757;9
1553;85;135757;9
1550;52;135757;9
1549;15;135757;4
1548;37;135757;4
1551;18;245916;5
1550;43;245916;5
1562;21;245916;5
1550;81;245916;5
1550;31;245916;5
1550;31;245916;5
1550;24;245916;5
1555;27;245916;5
1551;80;245916;5
1552;77;245916;5
1544;51;135757;3
1544;50;135757;3
1544;49;135757;3
1545;60;135757;3
1546;63;135757;3
1564;64;135757;3
1549;13;135757;3
1544;44;135757;3
1545;68;135757;3
1568;96;21164;7
1549;70;135757;3
1570;32;21164;7
1552;40;135757;3
1554;25;135757;3
1562;19;135757;3
1568;56;21164;7
1559;16;135757;3
1562;29;135757;3
1569;25;21164;7
1560;21;135757;3
1572;32;32787;2
1548;38;135757;3
1573;93;32787;2
1564;28;135757;3
1571;16;32787;2
1571;16;32787;2
1570;29;21164;7
1573;41;32787;2
1568;28;21164;7
1568;28;21164;7
1571;29;32787;2
1569;22;21164;7
1572;28;32787;2
1573;26;32787;2
1569;18;21164;7
1573;22;32787;2
1572;95;32787;2
1573;18;32787;2
1573;18;32787;2
1573;277;32787;2
1571;344;32787;2
1568;277;21164;7
1570;347;21164;7
