ID;id_almacen;descarga;id_cliente
301;37;135757;4
301;23;245916;5
301;22;245916;5
303;28;135757;9
304;16;135757;9
304;16;135757;9
296;16;135757;9
296;29;135757;9
296;29;135757;9
301;22;135757;9
306;75;135757;9
306;54;135757;9
315;16;32787;2
313;16;21164;7
313;16;21164;7
312;100;21164;7
299;51;135757;3
299;50;135757;3
298;49;135757;3
299;14;135757;3
298;67;135757;3
300;104;135757;3
296;29;135757;3
295;16;135757;3
308;73;135757;3
301;22;135757;9
297;85;135757;9
300;19;135757;9
312;97;21164;7
316;56;21164;7
316;56;21164;7
312;88;21164;7
309;38;135757;3
313;18;21164;7
315;16;32787;2
315;16;32787;2
315;16;32787;2
315;16;32787;2
339;84;32787;2
335;97;21164;7
339;36;32787;2
338;103;32787;2
335;103;21164;7
329;75;135757;9
325;43;135757;9
326;83;135757;9
326;83;135757;9
329;26;135757;9
329;26;135757;9
338;77;32787;2
338;77;32787;2
340;26;32787;2
325;43;135757;4
330;39;245916;5
319;54;135757;9
325;106;245916;5
329;23;245916;5
324;19;135757;9
324;19;135757;9
330;19;135757;9
339;32;32787;2
334;99;21164;7
326;86;135757;9
330;35;135757;9
330;35;135757;9
320;28;135757;9
320;28;135757;9
326;28;135757;9
318;27;135757;9
329;24;245916;5
326;27;245916;5
336;28;21164;7
336;28;21164;7
335;109;21164;7
331;21;135757;9
331;21;135757;9
331;21;135757;3
328;47;135757;4
328;47;135757;4
332;42;135757;4
327;50;135757;4
342;59;135757;4
330;35;135757;4
343;37;135757;4
326;40;135757;9
326;40;135757;3
333;60;135757;3
327;11;135757;3
328;63;135757;3
322;18;245916;5
322;18;135757;9
322;18;135757;9
334;18;21164;7
338;18;32787;2
321;29;135757;9
327;50;135757;3
323;85;135757;9
325;81;245916;5
328;71;135757;3
332;67;135757;3
343;73;135757;3
326;28;135757;3
328;64;135757;3
325;29;135757;3
327;51;135757;3
332;68;135757;3
332;16;135757;3
330;104;135757;3
328;49;135757;3
327;14;135757;3
326;28;135757;9
329;24;245916;5
338;28;32787;2
332;38;135757;3
334;16;21164;7
334;16;21164;7
337;50;32787;2
325;16;135757;9
325;16;135757;9
334;88;21164;7
336;22;21164;7
334;56;21164;7
336;75;21164;7
334;88;21164;7
335;100;21164;7
338;16;32787;2
338;16;32787;2
339;16;32787;2
339;16;32787;2
339;16;32787;2
339;93;32787;2
340;95;32787;2
329;18;135757;9
331;19;135757;9
326;27;135757;9
326;40;135757;9
364;95;32787;2
364;87;32787;2
365;103;32787;2
353;84;135757;9
347;43;135757;9
357;25;135757;9
357;25;135757;9
345;76;245916;5
353;84;135757;9
351;82;245916;5
361;26;21164;7
353;26;135757;9
350;35;135757;4
364;77;32787;2
364;77;32787;2
345;81;245916;5
353;107;135757;9
346;19;135757;9
346;19;135757;9
366;32;32787;2
353;26;135757;9
345;106;245916;5
345;24;245916;5
345;24;245916;5
363;66;21164;7
346;16;135757;9
346;16;135757;9
366;16;32787;2
366;16;32787;2
347;54;135757;9
352;40;135757;9
347;28;135757;9
358;28;135757;9
361;28;21164;7
361;28;21164;7
348;27;245916;5
354;50;135757;3
355;47;135757;4
354;50;135757;4
352;42;135757;4
356;59;135757;4
348;18;245916;5
348;18;135757;9
348;18;135757;9
351;60;135757;3
355;11;135757;3
355;63;135757;3
347;28;135757;3
353;75;135757;9
359;85;135757;9
353;85;135757;9
345;39;245916;5
360;29;135757;9
362;109;21164;7
345;21;135757;3
351;67;135757;3
351;64;135757;3
357;25;135757;3
347;29;135757;3
355;51;135757;3
352;16;135757;3
352;71;135757;3
345;104;135757;3
352;38;135757;3
352;40;135757;3
349;73;135757;3
355;49;135757;3
354;14;135757;3
351;68;135757;3
362;22;21164;7
363;18;21164;7
365;18;32787;2
347;28;135757;9
353;85;135757;9
347;25;135757;9
350;35;135757;9
352;40;135757;9
358;28;135757;9
361;16;21164;7
361;16;21164;7
362;56;21164;7
364;16;32787;2
364;16;32787;2
366;16;32787;2
389;23;245916;5
388;36;135757;9
372;43;135757;9
389;39;245916;5
388;106;245916;5
376;22;245916;5
376;22;135757;9
378;26;135757;9
378;26;135757;9
389;54;135757;9
378;21;135757;9
378;21;135757;9
384;32;32787;2
386;99;21164;7
378;86;135757;9
378;19;135757;9
378;19;135757;9
386;109;21164;7
389;53;135757;9
388;87;135757;9
382;28;135757;9
376;28;135757;9
384;28;32787;2
373;28;21164;7
373;28;21164;7
388;18;135757;9
388;18;135757;9
388;18;245916;5
377;27;135757;9
377;27;245916;5
369;18;32787;2
373;18;21164;7
375;50;135757;3
371;47;135757;4
376;59;135757;4
387;35;135757;4
379;24;245916;5
379;24;245916;5
375;60;135757;3
376;28;135757;3
375;11;135757;3
371;63;135757;3
383;16;135757;9
372;16;135757;9
372;16;135757;9
379;29;135757;9
384;16;32787;2
384;16;32787;2
369;77;32787;2
385;85;135757;9
372;85;135757;9
372;85;135757;9
376;28;135757;9
378;21;135757;3
377;67;135757;3
371;64;135757;3
380;25;135757;3
380;29;135757;3
371;51;135757;3
371;68;135757;3
380;16;135757;3
372;71;135757;3
377;104;135757;3
376;38;135757;3
377;40;135757;3
390;73;135757;3
371;49;135757;3
375;14;135757;3
377;40;135757;9
372;81;245916;5
372;81;245916;5
376;22;135757;9
373;18;21164;7
369;18;32787;2
384;16;32787;2
384;16;32787;2
386;22;21164;7
386;91;21164;7
379;29;135757;9
382;28;135757;9
374;32;32787;2
387;19;135757;9
372;29;135757;9
384;16;32787;2
369;16;32787;2
369;16;32787;2
386;56;21164;7
386;88;21164;7
386;16;21164;7
386;16;21164;7
373;66;21164;7
387;35;135757;9
409;87;135757;9
396;95;32787;2
408;97;21164;7
406;82;245916;5
399;25;135757;9
399;25;135757;9
408;100;21164;7
405;22;245916;5
414;19;135757;9
393;19;135757;9
408;101;21164;7
406;76;245916;5
405;24;245916;5
405;24;245916;5
395;75;135757;9
396;19;32787;2
399;43;135757;9
394;26;32787;2
394;32;32787;2
396;77;32787;2
397;19;21164;7
406;27;245916;5
405;106;245916;5
395;40;135757;9
395;40;135757;9
395;40;135757;3
397;26;21164;7
395;26;135757;9
395;26;135757;9
408;28;21164;7
408;28;21164;7
411;28;135757;9
411;28;135757;9
395;28;135757;9
393;60;135757;3
395;28;135757;3
395;28;135757;9
399;43;135757;4
393;47;135757;4
409;42;135757;4
410;21;135757;3
404;59;135757;4
403;35;135757;4
406;81;245916;5
401;85;135757;9
410;85;135757;9
413;18;245916;5
413;18;135757;9
413;18;135757;9
407;18;21164;7
394;18;32787;2
393;67;135757;3
393;64;135757;3
392;51;135757;3
393;68;135757;3
392;16;135757;3
409;71;135757;3
409;104;135757;3
410;38;135757;3
402;73;135757;3
392;49;135757;3
392;14;135757;3
392;50;135757;3
409;16;135757;9
396;16;32787;2
396;16;32787;2
394;16;32787;2
412;54;135757;9
397;92;21164;7
394;16;32787;2
394;16;32787;2
397;22;21164;7
399;23;245916;5
406;39;245916;5
410;29;135757;9
412;83;135757;9
412;83;135757;9
403;35;135757;9
403;35;135757;9
396;107;32787;2
410;85;245916;5
393;53;135757;9
414;19;135757;9
397;56;21164;7
410;29;135757;9
410;16;135757;9
409;16;135757;9
410;85;135757;9
409;36;135757;9
412;26;21164;7
412;22;135757;9
397;16;21164;7
397;16;21164;7
415;27;135757;9
420;36;135757;9
425;21;135757;9
436;50;32787;2
432;21;135757;9
419;35;135757;9
434;77;32787;2
434;77;32787;2
434;32;32787;2
420;24;245916;5
432;40;135757;9
432;40;135757;3
452;43;135757;9
420;106;245916;5
418;50;135757;3
449;106;245916;5
421;18;135757;9
421;18;135757;9
434;18;32787;2
434;18;32787;2
419;35;135757;4
426;104;135757;3
426;16;135757;3
447;39;245916;5
420;27;245916;5
435;16;32787;2
419;19;135757;9
419;19;135757;9
420;27;135757;9
420;27;135757;9
420;75;135757;9
419;54;135757;9
419;35;135757;9
432;40;135757;9
423;60;135757;3
432;28;135757;3
418;50;135757;4
419;59;135757;4
418;67;135757;3
421;85;135757;9
428;28;135757;9
421;28;135757;9
421;28;135757;9
435;28;32787;2
423;64;135757;3
420;29;135757;3
418;51;135757;3
423;68;135757;3
426;71;135757;3
426;38;135757;3
438;73;135757;3
418;49;135757;3
418;14;135757;3
426;21;135757;3
423;16;135757;9
432;16;135757;9
435;16;32787;2
457;29;21164;7
457;29;21164;7
458;99;21164;7
458;22;21164;7
451;26;135757;9
451;26;135757;9
452;75;135757;9
422;29;135757;9
422;29;135757;9
444;50;135757;3
452;71;135757;3
453;28;135757;3
445;60;135757;3
444;11;135757;3
445;63;135757;3
440;25;135757;9
440;25;135757;9
458;25;21164;7
450;21;135757;9
450;21;135757;9
442;18;245916;5
442;18;135757;9
442;18;135757;9
459;18;21164;7
459;18;21164;7
454;22;245916;5
454;22;245916;5
454;22;135757;9
449;24;245916;5
449;24;245916;5
450;23;245916;5
450;23;245916;5
451;29;135757;9
451;29;135757;9
421;19;135757;9
456;97;21164;7
432;16;135757;9
434;16;32787;2
435;32;32787;2
445;47;135757;4
452;42;135757;4
452;43;135757;4
465;59;135757;4
464;35;135757;4
444;51;135757;3
445;49;135757;3
445;64;135757;3
446;14;135757;3
447;67;135757;3
446;68;135757;3
447;40;135757;3
447;104;135757;3
446;16;135757;3
446;29;135757;3
450;21;135757;3
462;73;135757;3
455;38;135757;3
450;82;245916;5
454;27;245916;5
450;81;245916;5
450;81;245916;5
443;28;135757;9
453;28;135757;9
454;19;135757;9
454;19;135757;9
449;84;135757;9
451;54;135757;9
451;85;135757;9
451;85;135757;9
457;16;21164;7
457;16;21164;7
456;100;21164;7
457;88;21164;7
456;101;21164;7
457;28;21164;7
457;28;21164;7
461;19;21164;7
458;56;21164;7
460;66;21164;7
459;26;21164;7
453;28;135757;9
443;28;135757;9
463;50;135757;4
466;16;32787;2
466;16;32787;2
466;16;32787;2
466;16;32787;2
466;16;32787;2
460;103;21164;7
457;109;21164;7
458;109;21164;7
439;16;135757;9
454;16;135757;9
454;16;135757;9
441;85;135757;9
453;83;135757;9
453;83;135757;9
450;25;135757;9
458;18;21164;7
486;23;245916;5
490;84;32787;2
490;95;32787;2
489;103;32787;2
489;36;32787;2
482;75;135757;9
481;40;135757;3
481;40;135757;9
481;40;135757;9
486;24;245916;5
486;24;245916;5
475;43;135757;9
486;26;135757;9
486;26;135757;9
490;26;32787;2
474;19;135757;9
474;19;135757;9
482;86;135757;9
483;25;21164;7
482;25;135757;9
486;87;135757;9
475;54;135757;9
492;100;21164;7
469;50;135757;4
468;47;135757;4
481;42;135757;4
488;59;135757;4
481;35;135757;4
468;60;135757;3
468;63;135757;3
481;28;135757;3
486;81;245916;5
492;31;21164;7
473;27;135757;9
475;27;135757;9
475;27;245916;5
479;28;135757;9
479;28;135757;9
481;28;135757;9
492;109;21164;7
481;35;135757;9
481;35;135757;9
484;16;135757;9
484;16;135757;9
484;16;135757;3
485;18;245916;5
485;18;135757;9
